feature_id,tweet_id_str,tweet_text,tweet_created_at,tweet_user_location,tweet_user_timezone,tweet_coordinates_latitude,tweet_coordinates_longitude,tweet_placeid,char_position,text,geoNameId,toponym,country_code,longitude,latitude,surrogate_geojson,uncertain_semantics,vague,overlapping_ambiguous,non_overlapping_ambiguous,not_in_geonames,is_specific,is_corrupt,text_corrupt,qid
980,490180923829145601,RT @rallenMI: Police say more officers on the way to protest scene here on Grand; arrests likely.,Fri Jul 18 17:06:54 +0000 2014,Michigan,Eastern Time (US & Canada),,,,75.0,Grand,4995197,Hamtramck,US,-83.04964,42.39282,,,True,,,True,True,False,False,Q1013717
987,494075634571030528,"RT @MexicAnarchist: Epicenter of the earthquake was in the state of Veracruz, but even people in Mexico City felt it.",Tue Jul 29 11:03:05 +0000 2014,"athens, greece",Athens,,,,97.0,Mexico City,3530597,Mexico City,MX,-99.12766,19.42847,,,,,,,True,False,False,Q1489
996,561422162330787840,Mercy set to open Joplin hospital four years after huge tornado: An EF5 tornado -- the strongest r... http://t.co/pTpQPmWVbc #healthcare,Sat Jan 31 07:14:08 +0000 2015,"Spencerville, Oh",Eastern Time (US & Canada),,,,18.0,Joplin,4392768,Joplin,US,-94.51328,37.08423,,,,,,,True,False,False,Q317865
1010,514326426820956161,Fighting flares at Ukraine`s Donetsk airport: Ukrainian forces and pro-Russian rebels were battling around the... http://t.co/4D8oIO6ig7,Tue Sep 23 08:12:30 +0000 2014,India,New Delhi,,,,29.0,Donetsk airport,6300953,Donetsk International Airport,UA,37.73972,48.07361,,,,,,,True,False,False,Q1431229
1018,493531405486678016,Got kicked outta Flint Kroger cus there powers out. Off to my last store. Then driving through the tornado to die. #PeaceOut,Sun Jul 27 23:00:31 +0000 2014,?•????,,,,,17.0,Flint,4992982,Flint,US,-83.68746,43.01253,,,,,,,True,False,False,Q490584
1030,538377517867233280,#EURONEWS #NEWS Tornado tears up Spanish resort - Holiday makers in the popular Spanish resort of Torremelinos ran... http://t.co/wRS5kG3p30,Fri Nov 28 17:02:57 +0000 2014,twitter@the-israel-company.com,Amsterdam,,,,98.0,Torremelinos,2510281,Torremolinos,ES,-4.49976,36.62035,,,,,,,True,False,False,Q24012560
1040,488065793998213123,RT @Rangeeni: Our heart breaks for Gaza's children. #Gaza &lt;/3 #Gazaunderattack Den Haag / The Hague #protest http://t.co/nxA635Pqrc,Sat Jul 12 21:02:07 +0000 2014,,,,,,90.0,The Hague,2747373,The Hague,NL,4.29861,52.07667,,,,,,,True,False,False,Q36600
1084,557297282496749568,The #measles is spreading in #SanDiego. Find out where you may have been exposed: http://t.co/T2fnDZsGjp http://t.co/uAiRUBP2Sq,Mon Jan 19 22:03:20 +0000 2015,San Diego,Arizona,,,,30.0,SanDiego,5391811,San Diego,US,-117.15726,32.71533,,,,,,,True,False,False,Q16552
1087,497020550452379649,RT @peacenowisrael: Protest in Tel Aviv. Demand an end to the cycle of violence through a political solution: https://t.co/f8DfIti4gr,Wed Aug 06 14:05:08 +0000 2014,Brasil,Brasilia,,,,31.0,Tel Aviv,293397,Tel Aviv,IL,34.78057,32.08088,,,,,,,True,False,False,Q33935
1111,530996297797738496,"RT California_agen: Earthquake: 3.3 quake strikes near the Geysers, Calif. http://t.co/zi3PqTgvk5  #california ... http://t.co/TceZ7yQNxs",Sat Nov 08 08:12:37 +0000 2014,,,,,,55.0,the Geysers,5352058,The Geysers,US,-122.75527,38.77491,,,,,,,True,False,False,Q3109025
1116,535341810843779072,RT @JeffRanieri: Earthquake near #Gilroy 4.2 &amp; 3.8 likely occurred on the San Andreas Fault. Watching for aftershocks @nbcbayarea map: http…,Thu Nov 20 08:00:08 +0000 2014,,,,,,34.0,Gilroy,5352214,Gilroy,US,-121.56828,37.00578,,,,,,,True,False,False,Q837097
1121,522734243223711744,@K_Babyy_ tennessee is way overdue for an earthquake along the New Madrid faultline. Last one was in the 1800's with a magnitude of 8.1,Thu Oct 16 13:02:10 +0000 2014,Omega,Eastern Time (US & Canada),,,,63.0,New Madrid faultline,4400427,New Madrid,US,-89.52785,36.58645,,,True,,,True,True,False,False,Q963427
1177,560696015108734976,"Did you feel the earthquake last night? tremors in Grantham, Lincoln and Spalding",Thu Jan 29 07:08:41 +0000 2015,Lincolnshire & East Yorkshire,London,,,,51.0,Grantham,2648208,Grantham,,-0.64184,52.91149,,,,,,,True,False,False,Q846683
1185,520243066951565313,WTF can they *possibly* protest regarding this shooting? How about the unruly behavior of urban youth? http://t.co/XsUdUh8f94 #gohomeStLouis,Thu Oct 09 16:03:07 +0000 2014,"Peoria, Illinois, USA",Central Time (US & Canada),,,,133.0,StLouis,4407066,St. Louis,US,-90.19789,38.62727,,,,,,,True,False,False,Q38022
1251,490119584838467584,"@AviralKapoor_ You know why we had riot in Mumbai in August 2012? Over Rohingya Issue? Whats the relation, now? @alok_bhatt",Fri Jul 18 13:03:09 +0000 2014,,Mumbai,,,,43.0,Mumbai,1275339,Mumbai,IN,72.88261,19.07283,,,,,,,True,False,False,Q1156
1265,517314033582899201,"? Tomorrow: Nottingham, United Kingdom - Oct 2 at The Maze Support For The Rough Neck Riot http://t.co/38YcGr6OzE",Wed Oct 01 14:04:11 +0000 2014,nottingham,London,,,,12.0,Nottingham,2641170,Nottingham,GB,-1.15047,52.9536,,,,,,,True,False,False,Q41262
1271,521994609246089217,RT @universityofga: UGA Alert Emergency Message. The tornado warning for UGA has been discontinued. UGA Alert Emergency Message.,Tue Oct 14 12:03:07 +0000 2014,,,,,,20.0,UGA,4227985,University of Georgia,US,-83.37394,33.95206,,,,,,,True,False,False,Q761534
1283,493275731510980609,@welchely religious protest down Mill Lane and someone threw a pint glass into the middle of it. Started a full on riot apparently. Next sat,Sun Jul 27 06:04:33 +0000 2014,Cardiff,Casablanca,,,,33.0,Mill Lane,2653822,Cardiff,GB,-3.18,51.48,,,,,,True,True,False,False,Q10690
1285,545385171474993152,It was a mini riot at toledos mall for the Columbia 11's ticket,Thu Dec 18 01:08:52 +0000 2014,Ohio ,Eastern Time (US & Canada),,,,22.0,toledo,5174035,Toledo,US,-83.55521,41.66394,,,,,,,True,False,False,Q49239
1298,490497055518113792,@HistoricPapers I'd forgotten about that Luton riot back in 1919 - was a hot topic at the old Uni of Luton!,Sat Jul 19 14:03:05 +0000 2014,,Amsterdam,,,,41.0,Luton,2643339,Luton,GB,-0.41748,51.87967,,,,,,,True,False,False,Q203889
1313,528804451637669888,"#miami What an idiot! I hope they fire this police officer, given the environment he works in.  http://t.co/av6iACnmBB",Sun Nov 02 07:03:00 +0000 2014,Top Floor,Quito,,,,1.0,miami,4164138,Miami,US,-80.19366,25.77427,,,,,,,True,False,False,Q8652
1320,494452646728990721,Queenstown police are monitoring a protest taking place at the University of Fort Hare in Alice.,Wed Jul 30 12:01:12 +0000 2014,"Port Elizabeth, South Africa",Pretoria,,,,0.0,Queenstown,963516,Queenstown,ZA,26.87533,-31.89756,,,,,,,True,False,False,Q610600
1343,503602708276736000,RT @enf: Bay Area geotagged tweets per minute around the time of the American Canyon earthquake this morning. http://t.co/PB75TacaUY,Sun Aug 24 18:00:16 +0000 2014,Berkeley,Eastern Time (US & Canada),,,,69.0,American Canyon,5323694,American Canyon,US,-122.2608,38.17492,,,,,,,True,False,False,Q463679
1369,548101766043422720,RT @reubenkang: Thoughts and Prayers to the people of Kota Bharu. Hope the flood subsides soon. #PrayForPantaiTimur http://t.co/t3WkqdauLG,Thu Dec 25 13:03:38 +0000 2014,Animal Planet ,Arizona,,,,54.0,Kota Bharu,1736376,Kota Bharu,MY,102.2386,6.13328,,,,,,,True,False,False,Q651131
1374,518357005233164288,No fire at fuel hike rally as protesters stay away: KUALA LUMPUR: A planned rally to protest against the recen... http://t.co/O2O83bPMv5,Sat Oct 04 11:08:35 +0000 2014,"Shah Alam, Malaysia",Kuala Lumpur,,,,52.0,KUALA LUMPUR,1735161,Kuala Lumpur,MY,101.68653,3.1412,,,,,,,True,False,False,Q1865
1384,533379372586369024,@_Zanie relax. We don't have malaria mosquitoes in Jozi. Only in tropical places like Limps &amp; the Moz border ngase MP.,Fri Nov 14 22:02:06 +0000 2014,"Soshanguve,Pretoria",Dhaka,,,,51.0,Jozi,993800,Johannesburg,ZA,28.04363,-26.20227,,,,,,,True,False,False,Q34647
1417,521044479114215425,RT @DETWaterBrigade: Thousands take to the streets of Dublin to protest vs water charges http://t.co/xiw55vzc7Y #IrishWater #DetroitWater h…,Sat Oct 11 21:07:39 +0000 2014,,,,,,54.0,Dublin,2964574,Dublin,IE,-6.24889,53.33306,,,,,,,True,False,False,Q1761
1419,546531666567897088,"RT @RKBA1911: So, now do Asians &amp; Hispanics get to riot &amp; burn down Harlem in response to the assassination of 2 cops? #CopLivesMatter #NYP…",Sun Dec 21 05:04:38 +0000 2014,"Buffalo, NY",Eastern Time (US & Canada),,,,68.0,Harlem,5120034,Harlem,US,-73.94542,40.80788,,,,,,,True,False,False,Q189074
1446,521813858072031233,Waiting out a storm in the basement. #tailgate #Nashville #tornado http://t.co/NLH2a6OAG3,Tue Oct 14 00:04:53 +0000 2014,"Nashville, TN",Central Time (US & Canada),,,,48.0,Nashville,4644585,Nashville,US,-86.78444,36.16589,,,,,,,True,False,False,Q23197
1474,523324345033031680,#news #flu Downing Street's Ebola panic is a classic case of the politics of fear - The… http://t.co/4I1RNGHVIw,Sat Oct 18 04:07:01 +0000 2014,Global,Amsterdam,,,,11.0,Downing Street,2634341,City of Westminster,GB,-0.11667,51.5,,,,,,True,True,False,False,Q189960
1478,507832793582538752,Criterion proposes East India Dock PRS towers - Criterion Capital is poised to fire the starting gun for a publi... http://t.co/4cxCbaEucK,Fri Sep 05 10:09:07 +0000 2014,Conwy,,,,,19.0,East India Dock,8449743,Isle of Dogs,GB,-0.01742,51.4964,,,,,,True,True,False,False,Q124295
1481,556843615008215040,"RT @rk70534: #Damascus, #Syria: #Yarmouk Palestinian refugee camp protest against siege of the camp 18 Jan. #Israel #Nakba #News http://t.c…",Sun Jan 18 16:00:38 +0000 2015,?? ???? ???? ?????..?? ????,Greenland,,,,14.0,Damascus,170654,Damascus,SY,36.29128,33.5102,,,,,,,True,False,False,Q3766
1486,496038335282806784,RT @Telegraph: Ukraine's rebels prepare to defend Donetsk to the death http://t.co/fBin5rLSdN,Sun Aug 03 21:02:09 +0000 2014,,,,,,50.0,Donetsk,709717,Donetsk,UA,37.80224,48.023,,,,,,,True,False,False,Q43070
1494,534391884148666368,"RT @MarybethJacoby: Tornado watch in the MIdlands 
http://t.co/1qUwYb0jKy",Mon Nov 17 17:05:28 +0000 2014,"Columbia, SC",Eastern Time (US & Canada),,,,41.0,MIdlands,4575352,Columbia,US,-81.03481,34.00071,,,True,,,True,True,False,False,Q38453
1500,511350107673874434,"at 10:05 PM a Flood Warning was Cancelled for the Grand River near Chillicothe until Monday at 09:16 PM

 The... http://t.co/cl8g98HEF0",Mon Sep 15 03:05:40 +0000 2014,,,,,,50.0,Grand River,4388434,Grand River,US,-93.10798,39.38447,,,,,,,True,False,False,Q5595036
1521,491915778007248896,Flu vaccination refresh today at Ashford Park Farm-still got the technique with 100%! Gr8 to see my old boss @nickfox321 as well!,Wed Jul 23 12:00:35 +0000 2014,Julie Tran - Pharmacy Manager,,,,,33.0,Ashford Park Farm,2656955,Ashford,GB,0.87376,51.14648,,,,,,True,True,False,False,Q725261
1531,497050729421369345,"Enjoy the Show: Learn More with 'Sharknado 2'! -  People-eating sharks whipped up in a tornado, Manhattan as an... http://t.co/No1ADHvgUu",Wed Aug 06 16:05:03 +0000 2014,"Hollywood, California, USA",,,,,96.0,Manhattan,5125771,Manhattan,US,-73.96625,40.78343,,,,,,,True,False,False,Q11299
1561,496568171042598912,"#LatestInfo: Lagos female doctor contracts Ebola virus:     CREDITS: THE PUNCH The Minister of Health, Prof. O... http://t.co/hprsfJ5vSO",Tue Aug 05 08:07:32 +0000 2014,,,,,,13.0,Lagos,2332459,Lagos,NG,3.39467,6.45407,"{""features"":[{""geometry"":{""coordinates"":[3.3522,6.53774]},""properties"":{""geoNameId"":2332453,""toponym"":""Lagos State"",""countryCode"":""NG"",""positions"":[13]}},{""geometry"":{""coordinates"":[3.39467,6.45407]},""properties"":{""geoNameId"":2332459,""toponym"":""Lagos"",""countryCode"":""NG"",""positions"":[13]}}]}",True,,True,,,True,False,False,Q8673
1563,530012546271825920,Windsor tornado is the focus is the first talk. Tornado moved NW. #sls14,Wed Nov 05 15:03:32 +0000 2014,"Boulder, CO",Central Time (US & Canada),,,,0.0,Windsor,5583509,Windsor,US,-104.90136,40.47748,,,,,,,True,False,False,Q1012003
1572,549988568819855360,RT @ReutersLive: LIVE: Thousands are expected at a protest in central Moscow to support the Kremlin critic Alexei Navalny http://t.co/iLQfi…,Tue Dec 30 18:01:07 +0000 2014,Fortaleza - Ce Brasil,,,,,92.0,Kremlin,7289610,Moscow Kremlin,RU,37.61778,55.75167,,,,,,,True,False,False,Q133274
1584,555108140954685440,RT @Jamie_Woodward_: Ice floes on the Thames &amp; the Great Fire at Bankside in Feb 1855 from The Illustrated London News @LondonHistorian htt…,Tue Jan 13 21:04:28 +0000 2015,Rowlands Gill,London,,,,38.0,Thames,2636063,River Thames,GB,0.50812,51.49763,,,,,,,True,False,False,Q19686
1586,508360206171275264,"RT @Robert_Mills: Lowell, Dracut, Tyngsboro, Southern NH, this time the tornado warning DOES apply to us. Find shelter now if you're out an…",Sat Sep 06 21:04:52 +0000 2014,,Eastern Time (US & Canada),,,,18.0,Lowell,4942618,Lowell,US,-71.31617,42.63342,,,,,,,True,False,False,Q49162
1597,513070891891458048,6.0 earthquake is likely in the Aomori and Morioka Japan area in the next 12 hours. - http://t.co/anSFxwCW3C …,Fri Sep 19 21:03:27 +0000 2014,California,Eastern Time (US & Canada),,,,43.0,Morioka,2111834,Morioka,JP,141.15,39.7,,,,,,,True,False,False,Q200077
1600,555650633374904320,"The chefs will be cooking for Boston's Fire &amp; Police Departments.
Tune in to #TopChef tonight @ 9:30pmEDT on Arena. http://t.co/eTuHzGCuBf",Thu Jan 15 09:00:09 +0000 2015,Australia,Sydney,,,,30.0,Boston,4930956,Boston,US,-71.05977,42.35843,,,,,,,True,False,False,Q100
1606,543934345946628096,"@EamonnHolmes The rest of us hope not ..Santa lost in fog, Rudolph has flu, Liverpool win!! we hope",Sun Dec 14 01:03:48 +0000 2014,England,London,,,,76.0,Liverpool,2644210,Liverpool,GB,-2.97794,53.41058,,True,,,,,True,False,False,Q24826
1618,531612589202366464,"U think ""Rome existed before the flood?"" what meme told you that? U know kingdoms are made up of people not just land right?@MichaelDavidLS",Mon Nov 10 01:01:32 +0000 2014,"Nashville, TN.",Central Time (US & Canada),,,,9.0,Rome,3169070,Rome,IT,12.51133,41.89193,,,,,,,True,False,False,Q220
1622,521164611782197248,RT @OleMissFB: The Rebels' next game against Tennessee will be on ESPN at 6 p.m. CT from Vaught-Hemingway Stadium.,Sun Oct 12 05:05:00 +0000 2014,"Oxford, MS",Central Time (US & Canada),,,,89.0,Vaught-Hemingway Stadium,4449593,Vaught-Hemingway Stadium,US,-89.53425,34.36205,,,,,,,True,False,False,Q3555083
1630,499090030976323584,When westboro baptist church was gonna protest the sandy hook wake? Anon hacked the emails with a map and directions to the nearest gun spot,Tue Aug 12 07:08:30 +0000 2014,neptune. great dark spot.,Eastern Time (US & Canada),,,,5.0,westboro baptist church,7232877,Westboro Baptist Church,US,-95.7203,39.04568,,,,,,,True,False,False,Q692942
1636,536717270882713600,"RT @oart50: ""The Man on Fire,"" one of the several sculptures immersed in water, Cancun http://t.co/gzaGlFuIxG",Mon Nov 24 03:05:43 +0000 2014,"Osaka, Japan",,,,,80.0,Cancun,3531673,Cancún,MX,-86.84656,21.17429,,,,,,,True,False,False,Q8969
1676,547694430401335296,Tabriz: A protest gathering in front of the university #Iran #IranTalks @AP @AFP @CNN @FoxNews #Christmas @latimes http://t.co/7LrlXPatgb,Wed Dec 24 10:05:02 +0000 2014,,Central Time (US & Canada),,,,0.0,Tabriz,113646,Tabriz,IR,46.2919,38.08,,,,,,,True,False,False,Q80053
1678,501142145428766720,RT @THR: How Dr. Heimlich convinced Hollywood to back the treatment of HIV patients with malaria injections #longreads http://t.co/AaNmEPOH…,Sun Aug 17 23:02:52 +0000 2014,ATL + NYC ,Quito,,,,36.0,Hollywood,5357527,Hollywood,US,-118.32674,34.09834,,True,,,,,True,False,False,Q34006
1778,528881942809153536,#qldpol 2011 Brisbane floods forgotten as people buy into the flood zones along  the river: http://t.co/XZyFZidnW3,Sun Nov 02 12:10:55 +0000 2014,"Brisbane, Australia",,,,,13.0,Brisbane,2174003,Brisbane,AU,153.02809,-27.46794,,,,,,,True,False,False,Q34932
1746,530269953790717952,Congratulation @bukharishujaat  ‘For the Sake of Honour’ award by The Rotary Club of Coimbatore.Ur work during flood is indeed appreciable.,Thu Nov 06 08:06:23 +0000 2014,"Srinagar, KASHMIR",Chennai,,,,85.0,Coimbatore,1273866,Coimbatore,IN,77.09,10.8,,,,,,,True,False,False,Q15136
1791,503406404703502336,Huge Damage to Property in Fire at Jaipur City Palace: A fire broke out in the Friends of Museum complex at th... http://t.co/nmp9YiD2Iq,Sun Aug 24 05:00:14 +0000 2014,India,,,,,35.0,Jaipur ,1269515,Jaipur,IN,75.78781,26.91962,,,,,,,True,False,False,Q66485
1816,490602948242595840,RT @Elizrael: PHOTOS: The protest in Haifa and two of the protesters who were injured by right-wingers http://t.co/qcm9LFCJra,Sat Jul 19 21:03:52 +0000 2014,RT?Endorsement ,Jerusalem,,,,37.0,Haifa,294800,Haifa,IL,35.0,32.58333,,,,,,,True,False,False,Q185845
1831,529258646535163904,"RT @FaithWarJournal: Marseilles: 30-40% Muslim. Excessive violence, riots, rapes turning it into a third world city in the heart of Europe …",Mon Nov 03 13:07:49 +0000 2014,"Manassas, VA",Eastern Time (US & Canada),,,,21.0,Marseilles,2995469,Marseille,FR,5.38107,43.29695,,,,,,,True,False,False,Q23482
1843,557480039470485504,RT @DDNewsLive: Punjab reported first swine flu death of year with a 55-year-old woman succumbing to the H1N1 virus at a hospital in Amrits…,Tue Jan 20 10:09:33 +0000 2015,"Tamil Nadu, India",New Delhi,,,,133.0,Amrits,1278710,Amritsar,IN,74.87534,31.62234,,,,,,,True,False,False,Q48403
1853,548857078748438528,"RT @LANow: After devastating earthquake in Napa, geologists flock to the area to study fault lines' damage potential http://t.co/iv4JxcjBEB",Sat Dec 27 15:04:59 +0000 2014,"Pasadena, California",Pacific Time (US & Canada),,,,43.0,Napa,5376095,Napa,US,-122.28553,38.29714,,,,,,,True,False,False,Q60537
1894,508389375500357632,"RT @ouijv: TONIGHT IS THE NIGHT!!!!
@mcsole &amp; @djpain1 
BRING THE RIOT TO 
@glasslands BROOKLYN
W/ @ceschi &amp; @pictureplane http://t.co/WSSj…",Sat Sep 06 23:00:47 +0000 2014,"Madison, WI",Central Time (US & Canada),,,,87.0,BROOKLYN,5110302,Brooklyn,US,-73.94958,40.6501,,,,,,,True,False,False,Q18419
1919,488157378630533121,Iran: reports of protest rallies across the country http://t.co/fqt4LbpnHV #humanrights #SanAntonio #CNN #usa,Sun Jul 13 03:06:03 +0000 2014,,London,,,,89.0,SanAntonio,4726206,San Antonio,US,-98.49363,29.42412,,,,,,,True,False,False,Q975
2124,491252979211579394,"FEMA Deadline Not the End of Flood Recovery in Florida: PENSACOLA, Fla. – Those affected by the spring storms ... http://t.co/EkJS9x7r0O",Mon Jul 21 16:06:51 +0000 2014,"ÜT: 37.0608749,-88.6296912",Central Time (US & Canada),,,,56.0,PENSACOLA,4168228,Pensacola,US,-87.21691,30.42131,,,,,,,True,False,False,Q486306
2132,547755489388679168,"RT @yeahRIFAsaidit: I'm from Newark, NJ. I can attest to the fact that people DO protest black on black violence...but back to the point.",Wed Dec 24 14:07:40 +0000 2014,"New York, Los Angeles",Atlantic Time (Canada),,,,29.0,Newark,5101798,Newark,US,-74.17237,40.73566,,,,,,,True,False,False,Q25395
2202,493652276125646848,It is such a simple question: Where are the ATC recordings of #MH17 ? Yet Kiev is so good at tapping rebels phones! What can the problem be?,Mon Jul 28 07:00:48 +0000 2014,Hilversum,Amsterdam,,,,74.0,Kiev,703448,Kiev,UA,30.5238,50.45466,,,,,,,True,False,False,Q1899
